Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,HI_Islander_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Signs_Impairment_Disability,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-01-0000-2020-4b8,Civilian,CA0010000,male,black,,,21_25,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"head, front_lower_abdomen",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2020-4b8,Officer,CA0010000,male,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2020-4b8,Officer,CA0010000,male,hispanic,,,21_25,TRUE,serious_injury,"bone_fracture, cut, bruised",treated_at_facility_released,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2020-4b8,Officer,CA0010000,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2020-4b8,Officer,CA0010000,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2020-4b8,Officer,CA0010000,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2020-718,Civilian,CA0010000,male,asian,vietnamese,,41_45,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest, front_legs",TRUE,"discharge_of_firearm_hit, k_9_contact",TRUE,"discharge_of_firearm_hit, k_9_contact",TRUE,TRUE,none,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0000-2020-718,Officer,CA0010000,male,hispanic,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,asian,filipino,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,other,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,white,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,black,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,hispanic,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-718,Officer,CA0010000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-748,Civilian,CA0010000,male,asian,chinese,,41_45,TRUE,serious_injury,"bone_fracture, abrasion_laceration",treated_at_facility_released,FALSE,"front_upper_chest, arms_hands",FALSE,"blunt_impact_weapon, k_9_contact, electronic_device",TRUE,"blunt_impact_weapon, electronic_device, k_9_contact",FALSE,FALSE,"mental_disability, drug_impairment",TRUE,273.5(A) INF CORP INJ:SPOUSE/COHAB,TRUE,firearm,,TRUE,assaultive,in_custody_other,TRUE,firearm_replica,,,,,
URSUS-01-0000-2020-748,Officer,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-748,Officer,CA0010000,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-748,Officer,CA0010000,male,white,,,36_40,TRUE,injury,abrasion_laceration,treated_on_scene,FALSE,arms_hands,,,TRUE,impact_projectile,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,tactical
URSUS-01-0000-2020-748,Officer,CA0010000,male,white,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-748,Officer,CA0010000,male,hawaiian_islander,,hawaiian,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-748,Officer,CA0010000,male,white,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-748,Officer,CA0010000,male,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,tactical
URSUS-01-0000-2020-816,Civilian,CA0010000,male,hispanic,,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"rear_upper_back, front_legs",FALSE,"other_physical_contact, k_9_contact",TRUE,"other_physical_contact, k_9_contact",FALSE,FALSE,none,TRUE,10851(A) VEHICLE THEFT,TRUE,unknown,,TRUE,assaultive,in_custody_other,TRUE,firearm_replica,,,,,
URSUS-01-0000-2020-816,Officer,CA0010000,male,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,utility
URSUS-01-0000-2020-816,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,utility
URSUS-01-0000-2020-816,Officer,CA0010000,male,white,,,46_50,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,utility
URSUS-01-0000-2020-816,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,utility
URSUS-01-0000-2020-bdc,Civilian,CA0010000,male,hispanic,,,31_35,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"head, neck_throat, arms_hands",FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE, ,TRUE,firearm,,TRUE,active_resistance,in_custody_5150,FALSE,,,,,,
URSUS-01-0000-2020-bdc,Officer,CA0010000,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,utility
URSUS-01-0000-2020-c5b,Civilian,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,rear_upper_back,FALSE,other_physical_contact,TRUE,other_physical_contact,FALSE,FALSE,mental_disability,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2020-c5b,Officer,CA0010000,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2020-c5b,Officer,CA0010000,male,black,,,36_40,TRUE,serious_injury,internal_injury,treated_at_facility_released,FALSE,"head, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,utility
URSUS-01-0000-2020-dbf,Civilian,CA0010000,male,white,,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"head, arms_hands",FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,273.5(A) INF CORP INJ:SPOUSE/COHAB,FALSE,,,TRUE,fleeing,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2020-dbf,Officer,CA0010000,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,utility
URSUS-01-0000-2020-dbf,Officer,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,utility
URSUS-01-0000-2020-dbf,Officer,CA0010000,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,utility
URSUS-01-0000-2020-dbf,Officer,CA0010000,male,white,,,36_40,TRUE,injury,abrasion_laceration,treated_on_scene,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,utility
URSUS-01-013G-2020-257,Civilian,CA001013G,male,black,,,10_17,TRUE,serious_injury,unconscious,other_circumstance,FALSE,not_applicable,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,FALSE,209(B)(1) KIDNAP TO COMMIT ROBBERY,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-013G-2020-257,Officer,CA001013G,male,black,,,51_55,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,utility
URSUS-01-0300-2020-a98,Civilian,CA0010300,male,black,,,18_20,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,FALSE,211 ROBBERY:SECOND DEGREE,FALSE,,,TRUE,fleeing,cited_and_released,FALSE,,,,,,
URSUS-01-0300-2020-a98,Civilian,CA0010300,,,,,,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,FALSE, ,FALSE,,,TRUE,fleeing,fled,FALSE,,,,,,
URSUS-01-0300-2020-a98,Civilian,CA0010300,,,,,,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,FALSE, ,FALSE,,,TRUE,fleeing,fled,FALSE,,,,,,
URSUS-01-0300-2020-a98,Officer,CA0010300,female,black,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,prevent_escape,TRUE,patrol_uniform
URSUS-01-0500-2020-40c,Civilian,CA0010500,male,"hawaiian_islander, other",,other_pacific_islander,21_25,TRUE,serious_injury,"abrasion_laceration, obvious_disfigurement",other_circumstance,FALSE,"head, front_below_waist, arms_hands",FALSE,"other_physical_contact, k_9_contact",TRUE,"other_physical_contact, k_9_contact",FALSE,FALSE,erratic,FALSE,459 BURGLARY:FIRST DEGREE,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2020-40c,Officer,CA0010500,male,white,,,51_55,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0500-2020-40c,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0500-2020-52c,Civilian,CA0010500,male,white,,,31_35,TRUE,serious_injury,internal_injury,critial_injuries,FALSE,"front_upper_chest, arms_hands",FALSE,"other_physical_contact, k_9_contact",TRUE,"other_physical_contact, k_9_contact",FALSE,FALSE,none,FALSE,10851(A) VEHICLE THEFT,TRUE,unknown,,TRUE,fleeing,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2020-52c,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-01-0500-2020-52c,Officer,CA0010500,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-01-0500-2020-c4f,Civilian,CA0010500,male,asian,filipino,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"arms_hands, rear_legs",FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,211 ROBBERY:FIRST DEGREE,TRUE,firearm,,TRUE,passive_non_compliance,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2020-c4f,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0500-2020-e43,Civilian,CA0010500,male,other,,,41_45,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"head, front_upper_chest",FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,459 BURGLARY,FALSE,,,TRUE,passive_non_compliance,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2020-e43,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0600-2020-4c6,Civilian,CA0010600,male,black,,,10_17,TRUE,injury,gunshot_wound,treated_at_facility_released,FALSE,rear_upper_back,TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE,245(C) ADW NOT F/ARM:PO/FIRE:GBI,FALSE,,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-01-0600-2020-4c6,Officer,CA0010600,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0600-2020-4c6,Officer,CA0010600,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-01-0600-2020-6d7,Civilian,CA0010600,male,hispanic,,,61_65,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,"front_upper_chest, front_lower_abdomen",TRUE,"electronic_device, discharge_of_firearm_hit",TRUE,"electronic_device, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE,245 ADW PEACE OFFICER/FIREMAN,TRUE,knife_blade_stabbing,,TRUE,assaultive,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-01-0600-2020-6d7,Officer,CA0010600,male,hispanic,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0600-2020-6d7,Officer,CA0010600,male,other,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0600-2020-7fe,Civilian,CA0010600,male,hispanic,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest, rear_upper_back",TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,firearm,,TRUE,life_threatening,deceased,FALSE,,,,,,
URSUS-01-0600-2020-7fe,Officer,CA0010600,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0600-2020-7fe,Officer,CA0010600,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0600-2020-7fe,Officer,CA0010600,male,asian,vietnamese,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0700-2020-973,Civilian,CA0010700,male,white,,,36_40,TRUE,injury,gunshot_wound,treated_at_facility_released,FALSE,front_legs,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"drug_impairment, alcohol_impairment",TRUE,664/187(A) ATT MURDER:PREMEDITATED,TRUE,other_dangerous_weapon,,TRUE,active_resistance,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-01-0700-2020-973,Officer,CA0010700,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0700-2020-973,Officer,CA0010700,male,white,,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0800-2020-106,Civilian,CA0010800,male,white,,,66_70,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,suicide,TRUE,firearm,,,,,
URSUS-01-0800-2020-106,Officer,CA0010800,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,defense,TRUE,plainclothes
URSUS-01-0900-2020-7e1,Civilian,CA0010900,male,hispanic,,,18_20,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,FALSE, ,FALSE,,,TRUE,fleeing,deceased,FALSE,,,,,,
URSUS-01-0900-2020-7e1,Officer,CA0010900,male,asian_indian,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,defense,TRUE,utility
URSUS-01-1200-2020-764,Civilian,CA0011200,male,black,,,31_35,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,TRUE,"other_physical_contact, electronic_device, discharge_of_firearm_hit",TRUE,"other_physical_contact, electronic_device, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE, ,TRUE,other_dangerous_weapon,,TRUE,active_resistance,deceased,TRUE,other_dangerous_weapon,,,,,
URSUS-01-1200-2020-764,Officer,CA0011200,male,white,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-01-1200-2020-902,Civilian,CA0011200,male,hispanic,,,31_35,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE, ,TRUE,firearm,rifle,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-1200-2020-902,Officer,CA0011200,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-01-1200-2020-c6c,Civilian,CA0011200,male,white,,,41_45,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, arms_hands",TRUE,"threat_of_firearm, discharge_of_firearm_hit",TRUE,"threat_of_firearm, discharge_of_firearm_hit",TRUE,TRUE,none,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,none_of_these,TRUE,firearm,,,,,
URSUS-01-1200-2020-c6c,Officer,CA0011200,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-1200-2020-c6c,Officer,CA0011200,male,white,,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-1300-2020-e8a,Civilian,CA0011300,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,erratic,TRUE,245(C) ADW NOT F/ARM:PO/FIRE:GBI,FALSE,,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-01-1300-2020-e8a,Officer,CA0011300,male,hispanic,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,defense,TRUE,patrol_uniform
URSUS-01-1300-2020-e8a,Officer,CA0011300,male,other,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-01-1300-2020-e8a,Officer,CA0011300,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
