Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,HI_Islander_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Signs_Impairment_Disability,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-01-0000-2021-c38,Civilian,CA0010000,male,asian_indian,,,21_25,TRUE,injury,bruised,treated_on_scene,FALSE,"head, rear_upper_back",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,69(A) OBSTRUCT/RESIST EXEC OFCR,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2021-c38,Officer,CA0010000,male,white,,,31_35,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-c38,Officer,CA0010000,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-c38,Officer,CA0010000,male,black,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-d26,Civilian,CA0010000,male,hawaiian_islander,,pacific_islander,26_30,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_upper_chest, front_legs",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0000-2021-d26,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-d26,Officer,CA0010000,male,white,,,31_35,TRUE,injury,"abrasion_laceration, gunshot_wound",treated_on_scene,FALSE,head,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-d26,Officer,CA0010000,male,black,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-d4c,Civilian,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,front_upper_chest,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,TRUE,148.10(A) RESIST PO:CAUSE DEATH/SBI,FALSE,,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2021-d4c,Officer,CA0010000,female,white,,,46_50,TRUE,serious_injury,"concussion, bone_fracture",treated_at_facility_released,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,utility
URSUS-01-0000-2021-d4c,Officer,CA0010000,male,white,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-d4c,Officer,CA0010000,male,hispanic,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-d93,Civilian,CA0010000,male,white,,,46_50,TRUE,serious_injury,"bone_fracture, abrasion_laceration",treated_at_facility_released,FALSE,head,FALSE,other_physical_contact,TRUE,other_physical_contact,FALSE,FALSE,erratic,TRUE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2021-d93,Officer,CA0010000,male,black,,,36_40,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,utility
URSUS-01-0000-2021-d93,Officer,CA0010000,male,white,,,51_55,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,affect_arrest,TRUE,utility
URSUS-01-0000-2021-f83,Civilian,CA0010000,male,black,,,18_20,TRUE,injury,bruised,treated_on_scene,FALSE,"head, arms_hands",FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,TRUE,69(A) OBSTRUCT/RESIST EXEC OFCR,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2021-f83,Officer,CA0010000,male,asian_indian,,,31_35,TRUE,injury,"abrasion_laceration, bruised",treated_at_facility_released,FALSE,"head, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-f83,Officer,CA0010000,male,white,,,31_35,TRUE,serious_injury,internal_injury,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0000-2021-f83,Officer,CA0010000,male,hispanic,,,21_25,TRUE,injury,"abrasion_laceration, bruised",treated_at_facility_released,FALSE,"head, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,utility
URSUS-01-0100-2021-ac7,Civilian,CA0010100,male,hispanic,,,26_30,TRUE,death,unconscious,other_circumstance,TRUE,"arms_hands, rear_legs",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,"drug_impairment, alcohol_impairment",FALSE,,TRUE,unknown,,TRUE,active_resistance,deceased,FALSE,,,,,,
URSUS-01-0100-2021-ac7,Officer,CA0010100,male,white,,,31_35,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0100-2021-ac7,Officer,CA0010100,male,white,,,41_45,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-0100-2021-ac7,Officer,CA0010100,male,black,,,21_25,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-01-013A-2021-cc5,Civilian,CA001013A,male,black,,,21_25,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,211 ROBBERY:FIRST DEGREE,TRUE,firearm,handgun,TRUE,active_resistance,in_custody_other,TRUE,firearm,,,,,
URSUS-01-013A-2021-cc5,Civilian,CA001013A,male,black,,,31_35,FALSE,,,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,none,FALSE,211 ROBBERY:FIRST DEGREE,FALSE,,,FALSE,,in_custody_other,FALSE,,,,,,
URSUS-01-013A-2021-cc5,Officer,CA001013A,male,hispanic,,,51_55,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,plainclothes
URSUS-01-013A-2021-cc5,Officer,CA001013A,male,hispanic,,,51_55,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,FALSE,,TRUE,plainclothes
URSUS-01-0300-2021-d3d,Civilian,CA0010300,male,black,,,51_55,TRUE,serious_injury,"gunshot_wound, bruised",critial_injuries,FALSE,"head, front_lower_abdomen, front_legs",TRUE,"impact_projectile, discharge_of_firearm_hit",TRUE,"impact_projectile, discharge_of_firearm_hit",TRUE,TRUE,"mental_disability, drug_impairment, alcohol_impairment",TRUE,211 ROBBERY:FIRST DEGREE,TRUE,other_dangerous_weapon,,TRUE,life_threatening,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-01-0300-2021-d3d,Officer,CA0010300,male,asian,vietnamese,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0300-2021-d3d,Officer,CA0010300,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0300-2021-d3d,Officer,CA0010300,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0300-2021-d3d,Officer,CA0010300,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0300-2021-d3d,Officer,CA0010300,male,black,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0300-2021-d3d,Officer,CA0010300,female,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-01-0500-2021-0c4,Civilian,CA0010500,male,white,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest, front_lower_abdomen, front_legs",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0500-2021-0c4,Officer,CA0010500,male,other,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,tactical
URSUS-01-0500-2021-1da,Civilian,CA0010500,male,hispanic,,,10_17,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,664/187(A) ATTEMPTED MURDER,TRUE,firearm,rifle,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-01-0500-2021-1da,Officer,CA0010500,male,other,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0500-2021-1da,Officer,CA0010500,male,black,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0500-2021-a63,Civilian,CA0010500,male,hispanic,,,31_35,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, rear_legs",FALSE,"discharge_of_firearm_hit, k_9_contact",TRUE,"discharge_of_firearm_hit, k_9_contact",TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0500-2021-a63,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0500-2021-e97,Civilian,CA0010500,male,black,,,36_40,TRUE,death,gunshot_wound,died_in_transit,FALSE,"rear_lower_back, rear_below_waist, arms_hands",FALSE,"discharge_of_firearm_hit, k_9_contact",TRUE,"discharge_of_firearm_hit, k_9_contact",TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0500-2021-e97,Officer,CA0010500,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,tactical
URSUS-01-0500-2021-e97,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,tactical
URSUS-01-0500-2021-e97,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"affect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-01-0600-2021-461,Civilian,CA0010600,male,black,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,FALSE,,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0600-2021-461,Officer,CA0010600,male,asian,japanese,,31_35,TRUE,injury,sprain,treated_at_facility_released,FALSE,front_upper_chest,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,FALSE,utility
URSUS-01-0600-2021-461,Officer,CA0010600,male,black,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,utility
URSUS-01-0600-2021-461,Officer,CA0010600,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,utility
URSUS-01-0900-2021-1ea,Civilian,CA0010900,male,hispanic,,,26_30,TRUE,death,gunshot_wound,critial_injuries,FALSE,"front_lower_abdomen, arms_hands, front_legs",FALSE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
